label	fix
MuV_IA	Iowa.USA/06/G
MuV-IA	Iowa.USA/06/G
Iowa.USA/06	Iowa.USA/06/G
Miyahara_vaccine_lot3	Miyahara
Miyahara_parent	Miyahara
JL1__Jeryl_Lynn_major_component	Jeryl_Lynn
Jeryl-Lynn	Jeryl_Lynn
