label	fix
SK	Saskatchewan
Saskachewan	Saskatchewan
YT	Yukon
PEI	PrinceEdwardIsland

# Chile
Alto_Hospicio	AltoHospicio
Concepci?n	Concepcion
Hanga_Roa	EasterIsland
Isla_de_Pascua	IslaDePascua
IslaPascua	IslaDePascua
La_Serena	LaSerena
La_Serena_	LaSerena
Nueva_Imperial	NuevaImperial
Osoorno	Osorno
PtoMontt	PuertoMontt
Puerto_Montt	PuertoMontt
PuertoMont	PuertoMontt
PuntoMontt	PuertoMontt
Punta_Arenas	PuntaArenas
PtaArenas	PuntaArenas
Sanmtiago	Santiago
Santaigo	Santiago
Santisgo	Santiago
Valpara?so	Valparaiso
Vi?aDelMar	VinaDelMar
Vi?a_del_Mar	VinaDelMar
Vina_del_Mar	VinaDelMar
Valdiva	Valdivia

# China
Anhuidangtu	AnhuiDangtu
Banna	XishuangBanna
Beijng	Beijing
Beijin	Beijing
Beijignshijingshan	BeijingShijingshan
Beijingchaoyang	BeijingChaoyang
Beijingchongwen	BeijingChongwen
Beijingdaxing	BeijingDaxing
Beijingdongcheng	BeijingDongcheng
Beijingfangshan	BeijingFangshan
Beijinghaidian	BeijingHaidian
Beijinghuairou	BeijingHuairou
Beijingmentougou	BeijingMentougou
Beijingmiyun	BeijingMiyun
Beijingxicheng	BeijingXicheng
Beijng-Xicheng	BeijingXicheng
Beijingxuanwu	BeijingXuanwu
Beijinxuanwu	BeijingXuanwu
Cheng-mei	ChengMei
Chongqingyuzhong	ChongqingYuzhong
Chonqqing	Chongqing
Guandong	Guangdong
Eastern_China	EasternChina
Fujiangulou	FujianGulou
Fujian_Siming	Siming
Fujian_Xiangan	Xiangan
Fujian_Tongan	Tongan
Fujian_Haicang	Haicang
G-Baiyin	GansuBaiyin
Gansuchengguan	GansuChengguan
Guanxi	Guangxi
Guang-Xi-Xixiang-Tang	GuangxiXixiangtang
Guang-Xiqing-Xiu	GuangxiQingxiu
Guangdongfutian	GuangdongFutian
Guangdonghaizhu	GuangdongHaizhu
Guangdongluohu	GuangdongLuohu
Guangxilongzhou	GuangxiLongzhou
Guansu	Gansu
HaidianCDC	Haidian
hanfang	Hanfang
Heilongijang	Heilongjiang
Heiilongjiang	Heilongjiang
heilongJiangxi-An	HeilongjiangXiAn
Heilongijang-Jianhua	HeilongjiangJianhua
HeilongijangJianhua	HeilongjiangJianhua
Heibei	Hebei
Hebeiwuchang	HubeiWuchang
Henanhuojia	HenanHuojia
Henanjinshui	HenanJinshui
Henansheqiu	HenanShenqiu
Henanxigong	HenanXigong
Hong_Kong	HongKong
Huaian-Qingpu	HuaianQingpu
Hubeijiangan	HubeiJiangan
Hubeimaojian	HubeiMaojian
Hubeiqiaokou	HubeiQiaokou
Hubeiwuchang	HubeiWuchang
Hubei-Wujiagang	HubeiWujiagang
Hubeiwujiagang	HubeiWujiagang
Huibei	Hubei
Huizhou	HuZhou
Huzhou	HuZhou
Hunankaifu	Kaifu
Hunanwuling	HunanWuling
Hunanyuhua	HunanYuhua
InnerMongolia	Neimenggu
Jiangsubeitang	JiangsuBeitang
Jiangsudanyang	JiangsuDanyang
Jiangsugaoyou	JiangsuGaoyou
Jiangsugusu	JiangsuGusu
Jiangsuhailing	JiangsuHailing
Jiangsunanchang	JiangsuNanchang
Jiangsunanjing	JiangsuNanjing
jiangsunanjinggulou	JiangsuNanjinGulou
Jiangsupizhou	JiangsuPizhou
Jiangsuqingpu	JiangsuQingpu
Jiangsuqinhuai	JiangsuQinhuai
Jiangsuquanshan	JiangsuQuanshan
Jiangsusucheng	JiangsuSucheng
Jiangsutinghu	JiangsuTinghu
Jiangxidonghu	JiangxiDonghu
Jiangxiguix1	JiangxiGuix
jinfang	Jinfang
jingfang	Jinfang
Jinlin	Jilin
Jilinchaoyang	JilinChaoyang
Jilinnanguan	JilinNanguan
Jililn-Nanguan	JilinNanguan
Jinagsuquanshan	JinagsuQuanshan
kunke	Kunke
Liaoninghuanggu	LiaoningHuanggu
LongYan	Longyan
Macao	Macau
Macao-	Macau
Nanning	Guangxi
NanPing	Nanping
Nangchang	Nanchang
Neimeng	Neimenggu
NingDe	Ningde
North_China	NorthChina
PuTian	Putian
Qianzhou	Jiangxi
Qingfang	Qingfeng
Quinghai-Gangcha	Gangca
QuanZhou	Quanzhou
Sandong	Shandong
SanMing	Sanming
Shangdong	Shandong
shandongrencheng	Rencheng
Shanghainanhui	ShanghaiNanhui
Shanghaipudongxin	ShanghaiPudongxin
Shanxiweicheng	ShanxiWeicheng
Shannxi	Shaanxi
Shannxi-Beilin	ShaanxiBeilin
ShannxiBeilin	ShaanxiBeilin
shenfang	Shenfang
Shengzhen	Shenzhen
Shichuan	Sichuan
Sichuanwenjiang	SichuanWenjiang
SJiande	Jiande
Souzhou	Suzhou
Tianjing	Tianjin
tianjinHebei	TianjinHebei
Tianjinhedong	TianjinHedong
Tianjinheping	TianjinHeping
Tianjinhongqiao	TianjinHongqiao
Tianjinjinnan	TianjinJinnan
Tianjinnankai	TianjinNankai
Tianjinninghe	TianjinNinghe
Tianjintanggu	TianjinTanggu
Zjtx	Jiaxing
ZJNH	Jiaxing
AShanxi-Taiyuan	Taiyuan
Wulumuqi	Urumqi
Xinjing	Xinjiang
XinjingTulufan	XinjiangTulufan
Xin-Jiang-Tianshan	XinjiangTianshan
Yunnananning	YunnanAnning
ZhangZhou	Zhangzhou
Zhejianghaishu	ZhejiangHaishu

# CostaRica
Costa_Rica	CostaRica

# CoteDIvoire
CotedIvoir	CoteDIvoire
CotedIvoire	CoteDIvoire
Cote d\'Ivorie	CoteDIvoire
Cote d'Ivorie	CoteDIvoire
CoteDIvorie	CoteDIvoire
C?teDIvoire	CoteDIvoire
YopougonGR926	Yopougon/GR926
Korogho	Korhogo
IvoryCoast	CoteDIvoire
Ivory_Coast	CoteDIvoire
Cote_dIvoire	CoteDIvoire
Cote_d'Ivoire	CoteDIvoire
C??te D'Ivoire	CoteDIvoire
C??teDIvoire	CoteDIvoire

# CzechRepublic
CzechRep	CzechRepublic
Brno216	Brno/216
CzechRepublic75	CzechRepublic/75
Czech_Republic	CzechRepublic

# DominicanRepublic
DominicanRep	DominicanRepublic
Dominican_Republic	DominicanRepublic

# Democratic Republic of the Congo
DemocraticRepublicoftheCongo	DemocraticRepublicOfCongo

# Denmark
Dernmark	Denmark

# East Timor
Timor-Leste	TimorLeste

# Ecuador
Equador	Ecuador

# El Salvador
El_Salvador	ElSalvador

# Egypt
Helwan746	Helwan/746
El_Fayoum	Faiyum
ElFayoum	Faiyum
Sharkia	Sharqia

# Estonia
Parnumaa	Parnu
Pärnu, Paikuse	Paikuse
EstParnu	Parnu

# Finland
Finlad	Finland

# France
Aix	AixEnProvence
Aix-en-Provence	AixEnProvence
Aubusson	NouvelleAquitaine
Provence_Alpes_Cote_Azur	ProvenceAlpesCoteDAzur
Provence-Alpes-C?tedAzur	ProvenceAlpesCoteDAzur
Provence-Alpes-CotedAzur	ProvenceAlpesCoteDAzur
BREST_ARMEES	Bretagne
Champagne-Ardenne	ChampagneArdenne
Champagne_Ardenne	ChampagneArdenne
Clermont-Ferrand	ClermontFerrand
Clermont_Ferrand	ClermontFerrand
Clermont	ClermontFerrand
Clermont-F	ClermontFerrand
Franche_Comte	FrancheComte
Haute_Normandie	HauteNormandie
Ile_de_France	IleDeFrance
La-Rochelle	LaRochelle
Le_Chesnay	LeChesnay
Le_Mans	LeMans
Lons_le_Saunier	LonsLeSaunier
Lyonchu	Lyon
Pays_de_Loire	PaysDeLoire
Nord_Pas_de_Calais	NordPasDeCalais
NordpasdeCalais	NordPasDeCalais
NOYAL-PONTIVY	NoyalPontivy
Rhone_Alpes	AuvergneRhoneAlpes
Romans	RomansSurIsere
Saint-Denis	SaintDenis
Saint-MartindHeres	SaintMartinDHeres
SAINT-NAZAIRE	SaintNazaire
SAINT_NAZAIRE	SaintNazaire
St-Etienne	StEtienne
St_Etienne	StEtienne
Saint-Etienne	StEtienne
St_Laurent_du_Var	StLaurentDuVar
Vandoeuvre_Les_Nancy	VandoeuvreLesNancy

# FrenchGuiana
French_Guiana	FrenchGuiana

# FrenchPolynesia
French_Polynesia	FrenchPolynesia

# GeorgiaCountry
Ozirgeti	Ozurgeti
RepublicofGeorgia	GeorgiaCountry

# Germany
Badenwurttemburg	BadenWurttemberg
Baden-W?rttemberg	BadenWurttemberg
Baden-Wuerrtemberg	BadenWurttemberg
Baden-Wuerttemburg	BadenWurttemberg
Baden-Wuerttemberg	BadenWurttemberg
Baden-Wurttemberg	BadenWurttemberg
Baden-Wuttemberg	BadenWurttemberg
Baden-Wuttermberg	BadenWurttemberg
BadenWuerttemberg	BadenWurttemberg
BadenWuerttemberg	BadenWurttemberg
BadenWuerttemburg	BadenWurttemberg
Basse_Normandie	BasseNormandie
Basse-Normandie	BasseNormandie
Bavaria	Bayern
BLN	Berlin
Cologne/Germany	Cologne
Mecklenburg-Vorpommern	MecklenburgVorpommern
Mecklenburg-Vorp	MecklenburgVorpommern
Niedersachen	Niedersachsen
Neidersachsen	Niedersachsen
Nordrhein-Westfalen	NordrheinWestfalen
Nordrhein-Wesrfalen	NordrheinWestfalen
Nord-West NordrheinWestfalen
Regensburg/Germany	Regensburg
RheinlandPfalz	RheinlandPfalz
Rheinland-Pfalz	RheinlandPfalz
Rhineland-Palatinate	RheinlandPfalz
RPF	RheinlandPfalz
Th?ringen	Thuringen
Thueringen	Thuringen
Thu_Ringen	Thuringen
SachenAnhalt	SachsenAnhalt
Schleswig-Holstein	SchleswigHolstein

# Ghana
Ahafo	BrongAhafo
Brong_Ahafo	BrongAhafo
Brong-Ahafo Region	BrongAhafo
Central	CentralRegion
CebtralRegion	CentralRegion
Central Region	CentralRegion
Volta	VoltaRegion
GreaterAccra	GreaterAccraRegion
Greater Accra Region	GreaterAccraRegion
Upper East Region	UpperEastRegion
Upper West Region	UpperWestRegion
Northern Region	NorthernRegion
Northern	NorthernRegion
Ashanti Region	Ashanti

# Greece
ArgolidaGR	Argolida
ArgosGR	Argos
ArkadiaGR	Arkadia
AstrosGR	Astros
Athensgr	Athens
AtticaGRC	Attica
ChalkidaGR	Chalkida
ChaniaGR	Chania
ChiosIslandGR	Chios
Chios_IslandGR	Chios
CreteGR	Crete
Crete_IslandGR	Crete
Cyclades.GR	Cyclades
EvritaniaGR	Evrytania
HerakleionGR	Heraklion
Heraklion_CreteGR	Heraklion
IraklionCreteGR	Heraklion
IliaGR	Ilia
IraklioGR	Irakleio
IrakleioGR	Irakleio
KalamataGR	Kalamata
KorinthosGR	Korinthos
LaconiaGR	Laconia
LamiaGR	Lamia
Larisa	Larissa
Larisa GR	Larissa
LarisaGR	Larissa
Larisa.GR	Larissa
LasithiGR	Lasithi
LefkadaGR	Lefkada
LefkadaIslandGR	Lefkada
Lesvos_IslandGR	Lesvos
LesvosislandGR	Lesvos
Leivadeia	Livadia
LivadeiaGR	Livadia
LivadiaGR	Livadia
PatraGR	Patra
PatrasGR	Patra
PellaGR	Pella
PhthiotisGR	Phthiotis
Pirgos	Pyrgos
PirgosGR	Pyrgos
PrevezaGR	Preveza
RethymnoGR	Rethymno
Rethymno_CreteGR	Rethymno
RhodesIslandGR	Rhodes
Rhodes_IslandGR	Rhodes
Rhodos_IslandGR	Rhodes
SamosIslandGR	Samos
Samosisland	Samos
SyrosIslandGR	Syros
Thessalonika	Thessaloniki
Thesssaloniki	Thessaloniki
TinosGR	Tinos
ViotiaGR	Viotia
VonitsaGR	Vonitsa
Zakynthos_IslandGR	Zakynthos

# Guadeloupe
POINTE-A-PITRE	PointeAPitre

# Guatemala
Gutemala	Guatemala
Asuncion_Mita_Jutiapa	Jutiapa
Asuncion_Mita	Jutiapa
AsuncionMita	Jutiapa
Barberena_	SantaRosa
Caba?as	Zacapa
Casillas	SantaRosa
Chamelco	Altaverapaz
Comapa	Jutiapa
Cuilapa_	SantaRosa
ElProgreso	Jutiapa
El_Progreso	Jutiapa
Esquipulas	Chiquimula
Esquipulas_	Chiquimula
Huite	Zacapa
Jalpatagua	Jutiapa
Jocotan	Chiquimula
Lanquin	Altaverapaz
LosAmates	Izabal
Los_Amates	Izabal
Nebaj	ElQuiche
NuevaSantaRosa	SantaRosa
Nueva_Santa_Rosa	SantaRosa
Oratorio	SantaRosa
Salcaja	Quetzaltenango
San_Pedro_Ayampuc	SanPedroAyampuc
SanJacinto	Chiquimula
San_Jacinto	Chiquimula
SanJosePoaquil	Chimaltenango
San_Jose_Poaquil	Chimaltenango
San_Jose_Pinula	Guatemala
SanJoseOjeteman	SanMarcos
San_Jose_Ojeteman	SanMarcos
SantaCatarinaMita	Jutiapa
SantaCruzNaranjo	SantaRosa
Taxisco	SantaRosa
PuebloNuevoVi?as	VillaNueva
Pueblo_Nuevo_Vi?as	VillaNueva
Rio_Hondo	Riohondo
San_Agustin_Acasaguastlan	SanAgustinAcasaguastlan
San_Cristobal_Verapaz	AltaVerapaz
SanCristobalVerapaz	AltaVerapaz
San_Marcos	SanMarcos
San_Marcos_	SanMarcos
SanMiguelIxtahuacan	SanMarcos
San_Miguel_Ixtahuacan	SanMarcos
SanRafaelLasFlores	SantaRosa
San_Rafael_Las_Flores	SantaRosa
Santa_Catarina_Mita	Jutiapa
Santa_Catarina_Pinula_	Guatemala
SantaCruzBarillas	Huehuetenango
Santa_Cruz_Barillas	Huehuetenango
Santa_Cruz__Naranjo	SantaRosa
Santa_Cruz_Naranjo	SantaRosa
SantaCruzNaranjo	SantaRosa
Santa_Maria_Ixhuatan_	SantaRosa
Santa_Rosa_De_Lima	SantaRosa
San_Jorge	Zacapa
SanJorge	Zacapa
San_Jose_Del_Gofo	Guatemala
SanJoseDelGofo	Guatemala
San_Luis_Jilotepeque	SanLuisJilotepeque
San_Miguel_Petapa_	SanMiguelPetapa
San_Pedro_Sacatepequez	SanPedroSacatepequez
Santa_Apolonia	SantaApolonia
SantaApolonia	Chimaltenango
Santa_Catarina_Pinula	SantaCatarinaPinula
SantaRosaDeLima	Zacapa
Tacana_	SanMarcos
Tecpan_	Chimaltenango
Teculutan	Zacapa
Teculutan_	Zacapa
Usumatlan	Zacapa
Villa_Canales	VillaCanales
Villa_Nueva	VillaNueva


# HongKong
HK	HongKong
Hong_Kong	HongKong
Hongkong	HongKong
HongKong2180	HongKong/2180

# Hungary
Budapestfovaros	Budapest

# India
Awb	Aurangabad
Blore	Bangalore
Che	Chennai
Chhattisgarh	Chattisgarh
GujratIndia	Gujarat
Hyd	Hyderabad
HaryanaIndia	Haryana
Ind	India
Kol	Kolkata
Kolkutta	Kolkata
Lur	Latur
Mum	Mumbai
Naghpur	Nagpur
Ngp	Nagpur
Nsk	Nashik
Orissa	Odisha
OrissaIndia	Odisha
Pach	Pachpadra
Pachgani	Panchgani
Patna-India	Patna
Uchal	UchalPukhari
Ujain	Ujjain
Uttar_Pradesh	UttarPradesh
Uttrakhand	Uttarakhand
West_Bengal	WestBengal
Ytml	Yavatmal
Srinagar	Srinigar

# Indonesia
Ambon	KotaAmbon
Bandungjava	Bandung
Bukitlianggi	Bukittinggi
Central_Java	CentralJava
Central_Sulawesi	CentralSulawesi
East_Java	EastJava
East_Jakarta	EastJakarta
East_Kalimantan	EastKalimantan
North_Sumatra	Sumatra
North_Sumatera	Sumatra
NorthSumatera	Sumatra
NorthSumamatera	Sumatra
Sidenreng_Rappang	SidenrengRappang
Sulawesi_Selatan	SulawesiSelatan
South_Kalimantan	SouthKalimantan
South_Sulawesi	SouthSulawesi
Tonggamus	Tanggamus
West_Java	WestJava
Yogjakarta	Yogyakarta
WestJava_Sbg_	WestJava

# Iran
Bandar_Abbas	BandarAbbas
Azarbayejan-Sharghi	AzarbayejanSharghi
Azarbayejan_Sharghi	AzarbayejanSharghi
Behbahan.Iran	Behbahan
Ghazivin	Qazvin
Ghazvin Qazvin
Ghom	Qom
Gholestan	Golestan
ReyIran	RayIran
Pakdasht.Iran	Pakdasht
Varamin.Iran	Varamin
Zanjani	Zanjan
Zanjann	Zanjan

# Iraq
Alkarkh	Baghdad
Basrah	Basra
Numaniyah	Wasit
Al-Hai	Wasit

# Israel
Beit_Alfa	BeitAlfa
Beit_Aran	BeitAran
Gan_Shomron	GanHaShomron
GanShomron	GanHaShomron
Hod_Ezyon	HodEzyon
Maale_HaHamisha	MaaleHaHamisha
Kfar_Monash	KfarMonash
Klanit	Kalanit
Naharia	Nahariya
Nahalel	Nahalal
Neve_Ilan	NeveIlan
Pardes_Hana_Carcur	PardesHannaKarkur
PardesHanaCarcur	PardesHannaKarkur
QevuzatYavne	KvutzatYavne
Sde_Uziahu	SdeUziahu
Sede_Uzziyyahu	SedeUzziyyahu
Talmei_Elazar	TalmeiElazar
Tel_Adashim	TelAdashim
TEL_ADASHIM	TelAdashim
TELADASHIM	TelAdashim
Telmond	TelMond
Uzziyyahu	SedeUzziyyahu
Yedidia	KfarYedidia
Ysodot	Yesodot

# Italy
Barletta-Andria-Trani	BarlettaAndriaTrani
Firenze	Florence
Friuli-VeneziaGiulia	FriuliVeneziaGiulia
FriuliVeneziaGiuliaPN	Pordenone
FriuliVeneziaGiuliaTS	Trieste
FriuliVeneziaGiuliaUD	Udine
FVG-Gorizia	Gorizia
FVG-PN	Pordenone
FVG-Pordenone	Pordenone
FVG-Trieste	Trieste
FVG-UD	Udine
FVG-Udine	Udine
Genova	Genoa
MIlano	Milan
Milano	Milan
Policlinico-Milano	Milan
Roma	Rome
Roma-ISS	Rome
Verona-Italy	Verona
Vicenza-Italy	Vicenza
Vincenza	Vicenza

# Japan
Fukouka	Fukuoka
Guma	Gunma
Gumma	Gunma
Japane	Japan
KITAKYUSYU	Kitakyushu
Kitakyusyu	Kitakyushu
Kouchi	Kochi
Nagaski	Nagasaki
SAITAMAC	Saitama
Sapporro	Sapporo
Sappro	Sapporo
Tochiga	Tochigi
Tokoshima	Tokushima
Yamaneshi	Yamanashi
Yokohoma	Yokohama
kadoma	Kadoma

# Kazakhstan
AEast Kazakhstan	EastKazakhstan
Almatinskay	Almaty
AlmaAta	Almaty
Almaty_NRL	Almaty
Kazakstan	Kazakhstan
North_KazakhstanNRL	NorthKazakhstan
West_KazakhstanNRL	WestKazakhstan
East_KazakhstanNRL	EastKazakhstan
SouthKazakhstanNRL	SouthKazakhstan
Almatinskaya_KazNRL	Almaty
Karaganda_KazNRL	Karaganda
Karaganda_region	Karaganda
Konaev	Almaty
Akmolinskaya_NRL	Akmola
Kysylorda_KazNRL	Kyzylorda
Kyzylorda_NRL	Kyzylorda
Oskemen_NRL	Oskemen
Shymkent_	Shymkent
Taldykorgan_NRL	Taldykorgan
Taraz_NRL	Taraz
Turkestan	Turkistan
Turkestan_NRL	Turkistan
Ustkamenogosk	Oskemen
Ust-Kamenogorsk	Oskemen

# Kenya
KENYA CP	Kenya
Trans-Nzoia	TransNzoia

# Kosovo
SMitrovica	Mitrovica
Kosova	Kosovo

# Kyrgyzstan
Kyrgyztan	Kyrgyzstan
Kyrgzstan	Kyrgyzstan
Bischkek	Bishkek

# Lao
Laos	Lao
Louangnamtha	LuangNamtha
Luang_Prabang_District	LuangPrabangDistrict
LuangPrabangDistrict	LuangPrabangDistrict
Luang_Prabang_Province	LuangPrabang
LuangPrabangProvince	LuangPrabang
Pak_Ou_District	PakOuDistrict
Sanasomboun_District	SanasombounDistrict
Thateng_District	ThaTengDistrict
XhathomDistrict	ThathomDistrict

# Lebanon
AinWazein	AinWZain
AinWZein	AinWZain
AleyhLBN	Aley
Baalbeck	Baalbek
BaalbeckLBN	Baalbek
BazoureyehLBN	Bazouriyeh
Bekaa	Beqaa
Jbeil	Byblos
KsaraLBN	Ksara
Metn	Matn
MetnLBN	Matn
Minieh	Miniyeh
Minieh DiniehLBN	MiniyehDanniyeh
MountLebanon_Ain-W-zein	AinWZain
North_Lebanon	NorthLebanon
Saida	Sidon
SaidaLBN	Sidon
SouthLebanonSaida	Sidon
SouthLebanon_Saida	Sidon
SouthLebanonTyre	Tyre
SouthLebanon_Tyre	Tyre
ZahlehLBN	Zahle
ZghortaLBN	Zgharta

# Lithuania
Vilnus	Vilnius

# Luxembourg
Luxemburg	Luxembourg

# Macedonia
Kochani	Kocani
Skopjeno	Skopje
RepublicofMacedonia	Macedonia

# Madagascar
Madagacar	Madagascar
Taolagnaro	Tolagnaro
Toliary	Toliara

# Martinique
FORT-DE-FRANCE	FortDeFrance

# Mauritania
Nouackchott	Nouakchott

# Mauritius
Mauritus	Mauritius

# Micronesia
FederatedStatesOfMicronesia	Micronesia

# Mexico
Baja_California	BajaCalifornia
Baja_California_Sur	BajaCaliforniaSur
Mexico_City	MexicoCity
Mexicocity	MexicoCity
Nuevo_Leon	NuevoLeon
San_Luis_Potosi	SanLuisPotosi
State_of_Mexico	StateofMexico
Quintana_Roo	QuintanaRoo

# Mongolia
Bayan-ulgii	BayanOlgii
Bayan-Olgiy	BayanOlgii
Bayanulgii	BayanOlgii
Chiobalsan	Choibalsan
Darkhan-uul	DarkhanUul
Dornogobi	Dornogovi
Dundgobi	Dundgovi
Gobi-Altai	GobiAltai
Gobisumber	Govisumber
HovsgolAymag	Khuvsgul
Khuvusgul	Khuvsgul
Inner_Mongolia	InnerMongolia
Orchon	Orkhon
Ulgii	Olgii
Ulaabaatar	Ulaanbaatar
unmugobi	Omnogovi
Umnogobi	Omnogovi
